symbol,last_date
KAVA-USD,
ALCH-USD,
ZRX-USD,
RVN-USD,
PIPPIN-USD,
HSK-USD,
GOMINING-USD,
MOG-USD,
T-USD,
FLZ-USD,
BABYDOGE-USD,
CKB-USD,
VELO-USD,
DGB-USD,
FOLKS-USD,
BERA-USD,
CDCETH-USD,
XNO-USD,
AWE-USD,
EBTC-USD,
EDGESOL-USD,
ALEO-USD,
FRXUSD-USD,
XVG-USD,
ASTR-USD,
PUFETH-USD,
ZIL-USD,
YZY-USD,
SUSHI-USD,
XPR-USD,
ROSE-USD,
VCNT-USD,
NXPC-USD,
SAHARA-USD,
RLB-USD,
ESPORTS-USD,
EUL-USD,
BLUR-USD,
ZETA-USD,
QRL-USD,
QUBIC-USD,
CELO-USD,
MNEE-USD,
VTHO-USD,
AVNT-USD,
ACH-USD,
SC-USD,
WAVES-USD,
VVS-USD,
PROVE-USD,
PNUT-USD,
KUB-USD,
HASUI-USD,
OM-USD,
REQ-USD,
CTM-USD,
STIK-USD,
VUSDC-USD,
XCH-USD,
NMR-USD,
ORDI-USD,
IOTX-USD,
WCRO-USD,
ELF-USD,
SKL-USD,
CFG-USD,
CSPR-USD,
XVS-USD,
ANKR-USD,
RIVER-USD,
ORCA-USD,
SNT-USD,
LCX-USD,
WCFG-USD,
ZIG-USD,
SN-USD,
EURCV-USD,
CUSDO-USD,
QAI-USD,
ICX-USD,
LRC-USD,
UMA-USD,
VETH-USD,
PIEVERSE-USD,
COTI-USD,
SOLO-USD,
XYO-USD,
BAND-USD,
INI-USD,
TORN-USD,
IRYS-USD,
ORBR-USD,
SHX-USD,
POLYX-USD,
PLUME-USD,
WMTX-USD,
VR-USD,
PCI-USD,
PUNDIX-USD,
ETHW-USD,
GEOD-USD,
GOHOME-USD,
ONT-USD,
LISUSD-USD,
STORJ-USD,
BDCA-USD,
SIREN-USD,
RLC-USD,
SWETH-USD,
IOST-USD,
HUMA-USD,
ARDR-USD,
ENJ-USD,
XAN-USD,
ARRR-USD,
VBUSD-USD,
TNSR-USD,
LON-USD,
PEAQ-USD,
BICO-USD,
MBG-USD,
NOT-USD,
OSMO-USD,
TRB-USD,
ARK-USD,
DHN-USD,
STUSDT-USD,
YGG-USD,
USDP-USD,
LSK-USD,
BIM-USD,
RSWETH-USD,
SWFTC-USD,
DESO-USD,
NILA-USD,
EURI-USD,
AEUR-USD,
BNT-USD,
RPL-USD,
BORA-USD,
ELIZAOS-USD,
BUSD-USD,
TRADOOR-USD,
VSUI-USD,
HIVE-USD,
SQD-USD,
ARKM-USD,
POWR-USD,
KNC-USD,
SSV-USD,
OG-USD,
KEEP-USD,
ILV-USD,
TSLAX-USD,
CLANKER-USD,
PEOPLE-USD,
MPLX-USD,
XAUM-USD,
LQTY-USD,
VNDC-USD,
WOO-USD,
METIS-USD,
BOME-USD,
LUCIC-USD,
MVL-USD,
BIGTIME-USD,
MANTA-USD,
LISTA-USD,
WONUS-USD,
SRX-USD,
LBT-USD,
ORBS-USD,
ICNT-USD,
AUDIO-USD,
FIDA-USD,
SXP-USD,
SXT-USD,
OSAK-USD,
AIXBT-USD,
CHR-USD,
SCRT-USD,
CVC-USD,
BAL-USD,
PARTI-USD,
NOW-USD,
BOLD-USD,
FLUX-USD,
SPELL-USD,
IQ-USD,
GUSD-USD,
ERG-USD,
DIA-USD,
PRO-USD,
CARV-USD,
XYM-USD,
AIAT-USD,
MLK-USD,
AEVO-USD,
DYM-USD,
SOMI-USD,
WKC-USD,
YB-USD,
PYTHIA-USD,
IAG-USD,
USUAL-USD,
WAXP-USD,
EURT-USD,
CBXRP-USD,
STEEM-USD,
KLK-USD,
SUSD-USD,
PHA-USD,
AIOT-USD,
ORDER-USD,
KGEN-USD,
GNS-USD,
AUCTION-USD,
CBK-USD,
MTL-USD,
TAIKO-USD,
RIF-USD,
QANX-USD,
RAIL-USD,
ZENT-USD,
DPI-USD,
ABT-USD,
POND-USD,
DAG-USD,
CTSI-USD,
MOB-USD,
ELG-USD,
CPOOL-USD,
XPIN-USD,
AMPL-USD,
TPT-USD,
LUSD-USD,
USDON-USD,
FIRO-USD,
JELLYJELLY-USD,
WHBAR-USD,
CROSS-USD,
NYM-USD,
JCT-USD,
CUSD-USD,
WNXM-USD,
DENT-USD,
DKA-USD,
CELR-USD,
TOKAMAK-USD,
DEVVE-USD,
WS-USD,
MYTH-USD,
USTC-USD,
DEP-USD,
VELVET-USD,
MOVR-USD,
CHEX-USD,
POKT-USD,
GCB-USD,
WMATIC-USD,
SLP-USD,
CGPT-USD,
SAPIEN-USD,
CET-USD,
STBL-USD,
FLOCK-USD,
WTAO-USD,
PEP-USD,
QKC-USD,
MY-USD,
DARKSTAR-USD,
MED-USD,
AGI-USD,
WILD-USD,
WIN-USD,
STRX-USD,
JOE-USD,
ELON-USD,
ETN-USD,
BSU-USD,
REZ-USD,
VINE-USD,
ALLO-USD,
AERGO-USD,
DOOD-USD,
UQC-USD,
UNP-USD,
COREUM-USD,
CHEEL-USD,
LUR-USD,
ADS-USD,
ELA-USD,
OXT-USD,
LMTS-USD,
SOLV-USD,
BTRST-USD,
ALCX-USD,
DSYNC-USD,
ANKRETH-USD,
WRBTC-USD,
APTM-USD,
WRX-USD,
WAPTM-USD,
GODS-USD,
ANYONE-USD,
XRD-USD,
GLMR-USD,
USDCV-USD,
EUSD-USD,
SFI-USD,
ISLM-USD,
MBL-USD,
BLESS-USD,
OLAS-USD,
PYR-USD,
SUPRA-USD,
CATI-USD,
SANTOS-USD,
WRSETH-USD,
F-USD,
KERNEL-USD,
AGLD-USD,
CETUS-USD,
SPYON-USD,
MOBILE-USD,
FUN-USD,
ZEREBRO-USD,
ASUSDF-USD,
NEWT-USD,
PEPEONTRON-USD,
MEY-USD,
ISIKC-USD,
RESOLV-USD,
BGSC-USD,
WXT-USD,
SAUCE-USD,
ROAM-USD,
METFI-USD,
INV-USD,
OHO-USD,
FORTH-USD,
VRA-USD,
MAPO-USD,
OGN-USD,
SLND-USD,
SDEX-USD,
DUSK-USD,
CKBTC-USD,
ALICE-USD,
BOBA-USD,
IXS-USD,
MAV-USD,
AITECH-USD,
ARPA-USD,
RBNT-USD,
DOLO-USD,
RIO-USD,
PROMPT-USD,
CRCLX-USD,
AVA-USD,
VANRY-USD,
NCT-USD,
IVVON-USD,
CHILLGUY-USD,
META-USD,
EWT-USD,
INIT-USD,
USDTE-USD,
GPS-USD,
EDENA-USD,
ATA-USD,
DIAM-USD,
LIBERTY-USD,
NVDAX-USD,
PONKE-USD,
QQQON-USD,
RECALL-USD,
QQQX-USD,
XION-USD,
SKYAI-USD,
LQ-USD,
MMUI-USD,
HUNT-USD,
IDIA-USD,
PHB-USD,
LYN-USD,
AIO-USD,
GRND-USD,
ZERA-USD,
PAAL-USD,
PEPECOIN-USD,
CGO-USD,
ZKJ-USD,
YNG-USD,
MBOX-USD,
EVER-USD,
LUMIA-USD,
HIGH-USD,
WQUIL-USD,
GRIFFAIN-USD,
HEART-USD,
WCORE-USD,
GUN-USD,
SYS-USD,
TOWNS-USD,
WBERA-USD,
LYX-USD,
TLTON-USD,
READY-USD,
LOCUS-USD,
XAI-USD,
MLN-USD,
DODO-USD,
PIVX-USD,
AVAIL-USD,
AQT-USD,
TKO-USD,
MUBARAK-USD,
XMW-USD,
LMWR-USD,
HEGIC-USD,
MNGO-USD,
MOC-USD,
MNSRY-USD,
DNT-USD,
HEZ-USD,
ALPH-USD,
RAD-USD,
SPYX-USD,
KLV-USD,
TT-USD,
ROG-USD,
GRS-USD,
MCDULL-USD,
OL-USD,
XBG-USD,
HEMI-USD,
ADX-USD,
WMNT-USD,
GOOGLX-USD,
HAEDAL-USD,
COQ-USD,
BCD-USD,
NAORIS-USD,
ENSO-USD,
DGRAM-USD,
NXA-USD,
ZEX-USD,
PNK-USD,
ARIAIP-USD,
ASM-USD,
ORAI-USD,
WFRAX-USD,
NOBODY-USD,
SHARP-USD,
TLM-USD,
HMSTR-USD,
ACA-USD,
IEFAON-USD,
LAT-USD,
XPLA-USD,
SWARMS-USD,
RDNT-USD,
AHT-USD,
NATIX-USD,
FELY-USD,
DF-USD,
BMT-USD,
PTB-USD,
TAOBOT-USD,
AGGON-USD,
DEL-USD,
DEXT-USD,
IDEX-USD,
RACA-USD,
SERV-USD,
MAMO-USD,
ABBC-USD,
GHST-USD,
NMC-USD,
NAVX-USD,
SENTIS-USD,
RAMP-USD,
SD-USD,
WAN-USD,
FARM-USD,
OAS-USD,
EURR-USD,
PURPE-USD,
NOS-USD,
REP-USD,
VIC-USD,
FARTBOY-USD,
LAZIO-USD,
XSGD-USD,
DOGINME-USD,
MEA-USD,
AUKI-USD,
NETX-USD,
ASD-USD,
ARARA-USD,
SWEAT-USD,
GYEN-USD,
AGRS-USD,
WALLET-USD,
PORTO-USD,
OMG-USD,
BFG-USD,
XEM-USD,
MORI-USD,
DAO-USD,
DEGO-USD,
COLX-USD,
UXLINK-USD,
TOKE-USD,
GAL-USD,
HOOK-USD,
APX-USD,
AL-USD,
REDX-USD,
SUNDOG-USD,
EZSOL-USD,
COMMON-USD,
BEL-USD,
BTG-USD,
UNS-USD,
PRCL-USD,
EL-USD,
SPA-USD,
NKN-USD,
DMD-USD,
PUFFER-USD,
TLOS-USD,
NOICE-USD,
PNG-USD,
BADGER-USD,
GAIB-USD,
WSEI-USD,
COINX-USD,
PSP-USD,
SIX-USD,
YALA-USD,
UTK-USD,
PSG-USD,
TIPON-USD,
POLS-USD,
MAUSDTLISTA-USD,
AOP-USD,
MSTRX-USD,
CESS-USD,
ASR-USD,
NIBI-USD,
URANUS-USD,
VOW-USD,
ALPINE-USD,
HOPR-USD,
BOUNTY-USD,
FTRB-USD,
WOJAK-USD,
PPC-USD,
COLS-USD,
STNK-USD,
UFD-USD,
MAVIA-USD,
LOAN-USD,
BRISE-USD,
KEYCAT-USD,
IDRT-USD,
XNY-USD,
PIT-USD,
FOX-USD,
INCO-USD,
OGY-USD,
AMO-USD,
WIOTX-USD,
EQB-USD,
ALLBTC-USD,
SURE-USD,
HAIO-USD,
BAR-USD,
ITOTON-USD,
QUICK-USD,
ETHDYDX-USD,
UNA-USD,
SPS-USD,
OMIKAMI-USD,
BETA-USD,
AKE-USD,
LADYS-USD,
GLEEC-USD,
SWELL-USD,
NIM-USD,
PKOIN-USD,
GAIX-USD,
HASHAI-USD,
EFAON-USD,
WXDC-USD,
NAKA-USD,
OUSD-USD,
MCB-USD,
SFUND-USD,
KUJI-USD,
PROPC-USD,
IAUON-USD,
BLUAI-USD,
USDBC-USD,
ALEPH-USD,
ATLAS-USD,
TMX-USD,
NEURAL-USD,
BZZ-USD,
MDT-USD,
KARRAT-USD,
QDX-USD,
BOOE-USD,
SAROS-USD,
DMTR-USD,
WIBE-USD,
PUNDIAI-USD,
IWFON-USD,
ALU-USD,
QUACK-USD,
MWXT-USD,
CULT-USD,
JUV-USD,
FIO-USD,
AAPLX-USD,
DATA-USD,
BNBTIGER-USD,
CLV-USD,
MYRO-USD,
GALEON-USD,
VLINK-USD,
TRWA-USD,
MIGGLES-USD,
DIMO-USD,
SPLD-USD,
J-USD,
KRL-USD,
NXRA-USD,
WECAN-USD,
EPT-USD,
NUB-USD,
VATRENI-USD,
GHX-USD,
SLVON-USD,
KONET-USD,
CTX-USD,
IEMGON-USD,
BORGY-USD,
COS-USD,
FUL-USD,
RARI-USD,
NEX-USD,
KCT-USD,
MNTX-USD,
BLZ-USD,
WHY-USD,
SUKU-USD,
YEC-USD,
MCADE-USD,
GRIN-USD,
GOOGLON-USD,
ZKML-USD,
GPU-USD,
MCM-USD,
CHEQ-USD,
MSFTX-USD,
VULT-USD,
PHNIX-USD,
VOXEL-USD,
SWTCH-USD,
GOATED-USD,
BDXN-USD,
ANT-USD,
OVPP-USD,
STSOL-USD,
IZI-USD,
GEL-USD,
CYPR-USD,
MAJOR-USD,
KOMA-USD,
SWCH-USD,
SBBTC-USD,
VDAI-USD,
VLTC-USD,
XWC-USD,
ARG-USD,
SPECTRE-USD,
ATM-USD,
EPIC-USD,
DXI-USD,
GFAL-USD,
HTR-USD,
LCC-USD,
SPC-USD,
CUDIS-USD,
EVAA-USD,
PZM-USD,
JAGER-USD,
DIVI-USD,
PERP-USD,
SHPING-USD,
XTER-USD,
NUM-USD,
INDY-USD,
SQGROW-USD,
CWEB-USD,
KAN-USD,
PDT-USD,
ALPHA-USD,
PINGPONG-USD,
IOT-USD,
WEXO-USD,
MAIGA-USD,
EMRX-USD,
FHE-USD,
AURY-USD,
XSWAP-USD,
OPUL-USD,
RION-USD,
CRCLON-USD,
XCP-USD,
UBT-USD,
REN-USD,
STDYDX-USD,
GOLDAO-USD,
GAFI-USD,
MONA-USD,
BOSON-USD,
BNUSD-USD,
ESX-USD,
STUFF-USD,
UOS-USD,
DERO-USD,
MATH-USD,
MVC-USD,
BFIC-USD,
HAI-USD,
FIS-USD,
ODOS-USD,
BELLS-USD,
CAM-USD,
SPARKLET-USD,
KENDU-USD,
SMOG-USD,
KIBSHI-USD,
USDJ-USD,
GMMT-USD,
SOV-USD,
STRD-USD,
XDB-USD,
EEMON-USD,
XEL-USD,
CBADA-USD,
KMD-USD,
TANSSI-USD,
AVT-USD,
HDN-USD,
TSLAON-USD,
BCN-USD,
INSP-USD,
WAGMIGAMES-USD,
PUBLIC-USD,
ALTT-USD,
RENBTC-USD,
BNBHOLDER-USD,
MINIMA-USD,
TIME-USD,
BEAM-USD,
SKATE-USD,
COPI-USD,
HGPT-USD,
LITKEY-USD,
GRP-USD,
SBD-USD,
TET-USD,
USDL-USD,
LINGO-USD,
WLUNC-USD,
DHT-USD,
